fecha,sector,region,producto,unidades,monto
2025-05-07,Sector 5,Europa,Cola Zero,2,10100
2025-05-07,Sector 4,América,Agua,2,5600
2025-05-07,Sector 2,Oceanía,Agua,2,4860
2025-05-07,Sector 4,Asia,Fanta,3,9590
2025-05-07,Sector 2,América,Sprite,2,7610
2025-05-07,Sector 4,Europa,Agua,3,7360
2025-05-08,Sector 3,Asia,Agua,2,5330
2025-05-08,Sector 5,Asia,Cola Original,2,8780
2025-05-08,Sector 1,Oceanía,Cola Original,1,6240
2025-05-08,Sector 5,Oceanía,Cola Zero,1,5220
2025-05-08,Sector 1,América,Sprite,1,4460
2025-05-08,Sector 3,Oceanía,Fanta,1,3100
2025-05-08,Sector 1,África,Cola Original,2,10890
2025-05-08,Sector 5,Europa,Cola Original,2,9600
2025-05-08,Sector 2,Asia,Cola Zero,3,15220
2025-05-08,Sector 3,África,Agua,2,5820
2025-05-08,Sector 3,África,Cola Original,2,9240
2025-05-08,Sector 5,Oceanía,Agua,2,4590
2025-05-09,Sector 5,América,Sprite,2,6890
2025-05-09,Sector 1,África,Sprite,2,7960
2025-05-09,Sector 2,Asia,Sprite,2,8080
2025-05-09,Sector 5,África,Cola Zero,3,15690
2025-05-09,Sector 3,América,Sprite,1,4150
2025-05-09,Sector 5,Asia,Fanta,2,7160
2025-05-09,Sector 5,Oceanía,Cola Original,1,6370
2025-05-09,Sector 3,Oceanía,Cola Zero,1,5700
2025-05-09,Sector 4,África,Fanta,5,16900
2025-05-09,Sector 4,Asia,Cola Original,3,15530
2025-05-09,Sector 4,Asia,Cola Original,3,13800
2025-05-10,Sector 3,América,Fanta,1,4850
2025-05-10,Sector 5,África,Fanta,3,11870
2025-05-10,Sector 4,África,Agua,5,12200
2025-05-10,Sector 1,Europa,Cola Zero,2,8300
2025-05-10,Sector 1,Oceanía,Cola Zero,1,6510
2025-05-10,Sector 2,América,Agua,2,5620
2025-05-10,Sector 4,América,Cola Zero,2,9890
2025-05-11,Sector 1,Europa,Cola Original,1,6480
2025-05-11,Sector 2,Oceanía,Sprite,1,4830
2025-05-11,Sector 2,África,Sprite,4,13820
2025-05-11,Sector 5,Asia,Fanta,2,8150
2025-05-11,Sector 5,Oceanía,Cola Zero,1,5240
2025-05-11,Sector 1,Oceanía,Fanta,1,4490
2025-05-11,Sector 4,Oceanía,Fanta,2,7230
2025-05-11,Sector 1,Europa,Agua,2,6070
2025-05-11,Sector 3,América,Cola Original,1,6480
2025-05-11,Sector 2,América,Cola Zero,2,7320
2025-05-11,Sector 2,Oceanía,Cola Zero,2,8120
2025-05-11,Sector 2,América,Agua,2,6160
2025-05-11,Sector 4,Asia,Cola Zero,3,13010
2025-05-11,Sector 3,Asia,Cola Original,2,7090
2025-05-12,Sector 1,Europa,Sprite,1,5390
2025-05-12,Sector 4,África,Fanta,4,13700
2025-05-12,Sector 3,Oceanía,Fanta,1,4260
2025-05-12,Sector 5,África,Agua,3,9090
2025-05-12,Sector 4,Oceanía,Fanta,2,7150
2025-05-13,Sector 5,América,Cola Zero,2,8950
2025-05-13,Sector 2,Oceanía,Agua,1,3800
2025-05-13,Sector 3,Europa,Fanta,2,6210
2025-05-13,Sector 2,Oceanía,Fanta,2,6340
2025-05-13,Sector 1,Oceanía,Agua,1,3430
2025-05-13,Sector 2,América,Cola Zero,2,8560
2025-05-14,Sector 4,Europa,Sprite,3,10910
2025-05-14,Sector 1,Oceanía,Sprite,1,4720
2025-05-14,Sector 2,Asia,Sprite,3,10990
2025-05-14,Sector 1,América,Cola Original,2,6870
2025-05-14,Sector 1,Europa,Fanta,2,6490
2025-05-14,Sector 2,Europa,Cola Original,3,11870
2025-05-14,Sector 1,América,Fanta,1,5050
2025-05-14,Sector 4,América,Fanta,2,7330
2025-05-14,Sector 2,Asia,Cola Zero,2,10200
2025-05-14,Sector 3,África,Cola Zero,2,9260
2025-05-15,Sector 5,Europa,Cola Zero,2,8570
2025-05-15,Sector 5,Asia,Sprite,3,10220
2025-05-15,Sector 2,África,Fanta,4,13700
2025-05-15,Sector 5,Asia,Cola Zero,2,10070
2025-05-15,Sector 4,África,Fanta,4,13540
2025-05-15,Sector 5,África,Sprite,3,10440
2025-05-15,Sector 4,Asia,Agua,5,12060
2025-05-15,Sector 5,Europa,Cola Original,2,10460
2025-05-15,Sector 5,Europa,Cola Zero,2,7740
2025-05-15,Sector 1,África,Fanta,2,7980
2025-05-15,Sector 4,África,Cola Zero,4,20960
2025-05-15,Sector 1,Europa,Cola Zero,1,7180
2025-05-15,Sector 2,América,Cola Original,2,7990
2025-05-15,Sector 2,América,Sprite,2,7540
2025-05-16,Sector 4,Oceanía,Cola Original,2,7650
2025-05-16,Sector 2,África,Sprite,3,11850
2025-05-16,Sector 5,Europa,Fanta,2,8590
2025-05-16,Sector 4,África,Sprite,4,15250
2025-05-16,Sector 3,Europa,Sprite,1,4820
2025-05-16,Sector 3,América,Cola Zero,1,4880
2025-05-16,Sector 4,Europa,Cola Zero,2,11770
2025-05-16,Sector 1,Asia,Agua,2,5260
2025-05-16,Sector 5,Europa,Sprite,2,6670
2025-05-17,Sector 5,Europa,Cola Original,2,10400
2025-05-17,Sector 3,Europa,Agua,2,4280
2025-05-17,Sector 2,Asia,Fanta,3,9590
2025-05-17,Sector 5,América,Agua,2,5350
2025-05-17,Sector 3,África,Sprite,2,9460
2025-05-17,Sector 3,América,Cola Zero,1,5290
2025-05-17,Sector 5,Asia,Fanta,2,8660
2025-05-17,Sector 1,Europa,Sprite,2,5780
2025-05-18,Sector 4,Oceanía,Agua,2,5200
2025-05-18,Sector 5,América,Cola Zero,2,8170
2025-05-18,Sector 3,Asia,Cola Zero,2,9020
2025-05-18,Sector 1,Asia,Cola Zero,2,8690
2025-05-18,Sector 5,Europa,Sprite,2,7870
2025-05-18,Sector 4,Asia,Fanta,4,14020
2025-05-18,Sector 4,América,Cola Zero,2,8770
2025-05-18,Sector 3,Oceanía,Cola Original,1,4160
2025-05-18,Sector 4,Europa,Cola Zero,3,13720
2025-05-19,Sector 4,Oceanía,Cola Zero,2,8380
2025-05-19,Sector 5,África,Cola Original,2,11150
2025-05-19,Sector 4,África,Sprite,3,12360
2025-05-19,Sector 2,África,Fanta,4,14280
2025-05-19,Sector 1,Oceanía,Fanta,1,3610
2025-05-19,Sector 3,América,Cola Zero,1,5770
2025-05-19,Sector 4,América,Sprite,2,9490
2025-05-20,Sector 4,África,Cola Original,3,14690
2025-05-20,Sector 2,Europa,Cola Zero,3,12110
2025-05-20,Sector 1,África,Fanta,3,11260
2025-05-20,Sector 5,Asia,Agua,3,8540
2025-05-20,Sector 3,Asia,Cola Original,2,9480
2025-05-20,Sector 1,Asia,Cola Zero,2,11700
2025-05-20,Sector 3,Oceanía,Agua,1,3400
2025-05-20,Sector 5,Oceanía,Cola Zero,1,6310
2025-05-20,Sector 5,América,Cola Original,2,7360
2025-05-20,Sector 4,África,Cola Original,5,22110
2025-05-21,Sector 3,Asia,Cola Original,2,8930
2025-05-21,Sector 1,Asia,Agua,3,7640
2025-05-21,Sector 1,Europa,Fanta,2,6800
2025-05-21,Sector 5,Europa,Cola Original,2,9910
2025-05-21,Sector 2,Asia,Fanta,3,9270
2025-05-21,Sector 2,Europa,Agua,2,5650
2025-05-21,Sector 3,Asia,Agua,3,6970
2025-05-21,Sector 3,Europa,Sprite,2,6060
2025-05-21,Sector 3,África,Fanta,3,8810
2025-05-21,Sector 4,África,Agua,6,14840
2025-05-22,Sector 5,América,Agua,2,5320
2025-05-22,Sector 5,Oceanía,Sprite,1,4620
2025-05-22,Sector 4,América,Fanta,2,7880
2025-05-22,Sector 3,América,Fanta,1,4260
2025-05-22,Sector 1,África,Cola Original,2,11120
2025-05-22,Sector 2,África,Cola Original,4,16460
2025-05-22,Sector 1,Europa,Cola Original,2,7310
2025-05-22,Sector 3,Asia,Cola Original,2,9010
2025-05-22,Sector 3,Asia,Cola Original,2,6970
2025-05-22,Sector 1,Europa,Cola Original,1,6590
2025-05-22,Sector 3,Asia,Cola Original,2,9470
2025-05-23,Sector 2,América,Cola Zero,2,7970
2025-05-23,Sector 2,África,Fanta,4,12690
2025-05-23,Sector 2,Asia,Cola Original,3,12210
2025-05-23,Sector 4,América,Cola Original,2,9730
2025-05-23,Sector 3,América,Fanta,1,3730
2025-05-23,Sector 3,Oceanía,Cola Original,1,4060
2025-05-23,Sector 2,Oceanía,Fanta,2,5590
2025-05-23,Sector 5,Oceanía,Agua,2,5310
2025-05-23,Sector 2,África,Cola Zero,3,14350
2025-05-24,Sector 4,Oceanía,Fanta,2,7400
2025-05-24,Sector 2,Oceanía,Agua,2,4190
2025-05-24,Sector 1,América,Sprite,1,4660
2025-05-24,Sector 2,África,Sprite,4,14120
2025-05-24,Sector 4,Oceanía,Agua,3,6610
2025-05-24,Sector 5,Asia,Fanta,3,9160
2025-05-25,Sector 3,Oceanía,Agua,1,2780
2025-05-25,Sector 3,Europa,Agua,2,4580
2025-05-25,Sector 4,Oceanía,Sprite,2,7150
2025-05-25,Sector 4,Europa,Fanta,3,9320
2025-05-25,Sector 5,Asia,Fanta,2,8410
2025-05-25,Sector 3,Europa,Cola Original,1,5880
2025-05-25,Sector 3,América,Cola Zero,1,6800
2025-05-25,Sector 1,Asia,Cola Zero,2,10990
2025-05-25,Sector 1,Asia,Agua,2,5380
2025-05-25,Sector 1,Oceanía,Cola Original,1,5970
2025-05-25,Sector 5,Europa,Cola Zero,2,10290
2025-05-26,Sector 3,Oceanía,Cola Original,1,4290
2025-05-26,Sector 3,Europa,Sprite,2,7070
2025-05-26,Sector 1,Oceanía,Cola Zero,1,5950
2025-05-26,Sector 5,Europa,Fanta,2,5910
2025-05-26,Sector 3,Oceanía,Sprite,1,3910
2025-05-26,Sector 3,Oceanía,Cola Zero,1,5300
2025-05-26,Sector 2,Europa,Cola Zero,3,12020
2025-05-26,Sector 2,Oceanía,Sprite,1,5200
2025-05-26,Sector 3,África,Agua,3,6990
2025-05-26,Sector 3,América,Cola Original,1,6290
2025-05-27,Sector 5,Europa,Sprite,2,7680
2025-05-27,Sector 3,Europa,Agua,2,4430
2025-05-27,Sector 5,Europa,Cola Zero,2,8270
2025-05-27,Sector 5,América,Cola Zero,1,6840
2025-05-27,Sector 2,Asia,Sprite,2,8200
2025-05-27,Sector 3,Europa,Fanta,2,6630
2025-05-28,Sector 4,Asia,Sprite,3,10500
2025-05-28,Sector 2,América,Cola Original,2,7890
2025-05-28,Sector 1,América,Sprite,1,4680
2025-05-28,Sector 4,Asia,Agua,3,8810
2025-05-28,Sector 5,Europa,Fanta,2,6540
2025-05-28,Sector 1,Europa,Cola Zero,2,7490
2025-05-28,Sector 5,Europa,Fanta,2,5760
2025-06-01,Sector 2,América,Cola Original,1,6310
2025-06-01,Sector 4,África,Sprite,4,15430
2025-06-01,Sector 2,Oceanía,Cola Zero,2,8010
2025-06-01,Sector 5,África,Fanta,4,12430
2025-06-01,Sector 4,Europa,Cola Original,2,10620
2025-06-01,Sector 2,Asia,Cola Original,3,12160
2025-06-01,Sector 4,Asia,Agua,3,8650
2025-06-01,Sector 1,América,Fanta,2,5650
2025-06-02,Sector 3,Asia,Cola Original,2,7690
2025-06-02,Sector 1,Asia,Agua,3,7100
2025-06-02,Sector 2,Europa,Sprite,2,8670
2025-06-02,Sector 2,África,Cola Zero,4,17020
2025-06-02,Sector 2,Oceanía,Sprite,2,6790
2025-06-02,Sector 5,América,Sprite,2,7130
2025-06-02,Sector 2,África,Cola Original,3,12300
2025-06-02,Sector 2,Oceanía,Cola Original,2,7310
2025-06-02,Sector 3,Asia,Agua,2,4640
2025-06-03,Sector 5,Asia,Sprite,3,10190
2025-06-03,Sector 4,América,Fanta,2,5980
2025-06-03,Sector 2,Oceanía,Cola Zero,2,8280
2025-06-03,Sector 2,África,Sprite,4,14600
2025-06-03,Sector 2,África,Agua,4,10200
2025-06-03,Sector 4,Europa,Cola Original,2,9930
2025-06-03,Sector 2,Asia,Agua,3,7720
2025-06-03,Sector 1,Europa,Agua,2,5240
2025-06-04,Sector 2,Asia,Sprite,3,9710
2025-06-04,Sector 1,América,Cola Original,1,5480
2025-06-04,Sector 1,América,Cola Original,1,4990
2025-06-04,Sector 5,Europa,Cola Zero,2,10260
2025-06-04,Sector 2,África,Agua,5,12270
2025-06-04,Sector 3,Oceanía,Sprite,1,3260
2025-06-04,Sector 2,África,Fanta,3,10660
2025-06-05,Sector 4,Oceanía,Sprite,2,7710
2025-06-05,Sector 1,Oceanía,Fanta,1,4440
2025-06-05,Sector 1,África,Fanta,3,9160
2025-06-05,Sector 3,África,Cola Original,2,9240
2025-06-06,Sector 1,Europa,Sprite,2,6250
2025-06-06,Sector 5,América,Cola Zero,2,8440
2025-06-06,Sector 1,América,Sprite,1,4770
2025-06-06,Sector 4,Oceanía,Cola Original,2,8550
2025-06-06,Sector 1,África,Cola Zero,2,11820
2025-06-06,Sector 1,Europa,Sprite,1,5560
2025-06-06,Sector 2,África,Fanta,3,10230
2025-06-06,Sector 3,Oceanía,Cola Zero,1,4140
2025-06-06,Sector 3,África,Agua,3,7990
2025-06-06,Sector 1,América,Fanta,1,4980
2025-06-06,Sector 2,América,Cola Zero,2,9210
2025-06-06,Sector 3,América,Cola Original,1,4880
2025-06-07,Sector 3,Oceanía,Sprite,1,4460
2025-06-07,Sector 1,África,Cola Original,3,11460
2025-06-07,Sector 2,Europa,Sprite,2,8550
2025-06-07,Sector 3,Oceanía,Fanta,1,4190
2025-06-07,Sector 2,África,Sprite,4,14620
2025-06-07,Sector 1,Europa,Agua,2,5260
2025-06-07,Sector 4,América,Sprite,2,7800
2025-06-07,Sector 5,América,Cola Original,1,6040
2025-06-07,Sector 5,África,Sprite,3,12100
2025-06-07,Sector 2,Europa,Agua,2,6200
2025-06-07,Sector 4,América,Cola Zero,2,9250
2025-06-07,Sector 3,Europa,Sprite,2,6460
2025-06-07,Sector 3,América,Cola Zero,1,4710
2025-06-07,Sector 5,Asia,Cola Original,2,9170
2025-06-07,Sector 2,América,Agua,2,5840
2025-06-07,Sector 3,África,Fanta,3,8840
2025-06-07,Sector 5,Oceanía,Agua,2,5130
2025-06-08,Sector 2,Europa,Fanta,3,8950
2025-06-08,Sector 2,Asia,Fanta,3,9360
2025-06-08,Sector 5,Asia,Fanta,2,7120
2025-06-08,Sector 5,África,Fanta,4,12660
2025-06-08,Sector 1,Europa,Cola Original,2,8760
2025-06-08,Sector 1,Asia,Fanta,2,6040
2025-06-08,Sector 3,Asia,Cola Zero,2,10570
2025-06-08,Sector 2,América,Fanta,2,5740
2025-06-08,Sector 4,América,Sprite,3,9590
2025-06-08,Sector 1,África,Cola Original,3,14110
2025-06-08,Sector 4,Oceanía,Agua,3,6840
2025-06-08,Sector 1,Asia,Sprite,2,7460
2025-06-08,Sector 5,África,Cola Original,3,14930
2025-06-09,Sector 2,Asia,Cola Original,3,11580
2025-06-09,Sector 1,África,Cola Original,2,10150
2025-06-09,Sector 5,Asia,Sprite,2,7930
2025-06-10,Sector 3,Oceanía,Fanta,1,3030
2025-06-10,Sector 2,América,Agua,2,4580
2025-06-10,Sector 3,Oceanía,Agua,1,2720
2025-06-10,Sector 3,Oceanía,Cola Zero,1,5460
2025-06-10,Sector 4,Asia,Agua,4,11370
2025-06-10,Sector 5,África,Sprite,3,11740
2025-06-10,Sector 4,Oceanía,Agua,2,5900
2025-06-10,Sector 4,América,Agua,3,7260
2025-06-10,Sector 5,Oceanía,Sprite,1,5360
2025-06-10,Sector 4,Oceanía,Cola Original,2,9140
2025-06-11,Sector 5,Europa,Sprite,2,8820
2025-06-11,Sector 2,América,Cola Original,2,6800
2025-06-11,Sector 2,Oceanía,Sprite,2,6270
2025-06-11,Sector 2,Oceanía,Cola Zero,1,6730
2025-06-11,Sector 1,América,Agua,1,3740
2025-06-11,Sector 3,Europa,Fanta,2,6630
2025-06-11,Sector 2,Oceanía,Fanta,2,6520
2025-06-11,Sector 4,África,Agua,4,11480
2025-06-11,Sector 4,América,Agua,3,7060
2025-06-11,Sector 1,Asia,Cola Zero,2,10340
2025-06-12,Sector 3,África,Fanta,3,10150
2025-06-12,Sector 1,África,Fanta,2,8550
2025-06-12,Sector 1,Europa,Cola Zero,2,7960
2025-06-12,Sector 1,Europa,Cola Original,2,6860
2025-06-12,Sector 3,América,Fanta,1,4710
2025-06-12,Sector 5,Europa,Cola Zero,2,9810
2025-06-12,Sector 4,América,Cola Original,2,10870
2025-06-12,Sector 3,Asia,Fanta,2,7740
2025-06-13,Sector 5,Europa,Fanta,2,8420
2025-06-13,Sector 4,África,Agua,5,12820
2025-06-13,Sector 2,Oceanía,Sprite,1,4890
2025-06-13,Sector 3,Europa,Fanta,2,5630
2025-06-13,Sector 1,África,Cola Original,3,11300
2025-06-13,Sector 4,África,Cola Zero,4,20980
2025-06-13,Sector 5,América,Fanta,2,6320
2025-06-13,Sector 5,Oceanía,Agua,2,4740
2025-06-13,Sector 3,América,Cola Original,1,6240
2025-06-13,Sector 5,África,Sprite,3,9700
2025-06-14,Sector 1,Oceanía,Cola Zero,1,4550
2025-06-14,Sector 5,Asia,Cola Original,3,12850
2025-06-14,Sector 5,América,Cola Zero,2,8030
2025-06-14,Sector 3,Oceanía,Agua,1,2610
2025-06-14,Sector 4,Asia,Sprite,3,11420
2025-06-14,Sector 3,Asia,Sprite,2,8330
2025-06-14,Sector 1,Europa,Agua,2,4900
2025-06-14,Sector 2,Asia,Agua,4,9100
2025-06-15,Sector 3,Asia,Cola Zero,2,9010
2025-06-15,Sector 3,América,Cola Zero,1,4800
2025-06-15,Sector 5,Europa,Fanta,2,6600
2025-06-15,Sector 5,Asia,Cola Original,3,13030
2025-06-15,Sector 5,América,Sprite,2,6690
2025-06-15,Sector 5,América,Agua,2,4720
2025-06-15,Sector 1,Oceanía,Fanta,1,4960
2025-06-16,Sector 3,Europa,Cola Original,2,7300
2025-06-16,Sector 2,Oceanía,Sprite,1,5370
2025-06-16,Sector 5,África,Cola Zero,4,17360
2025-06-16,Sector 5,Oceanía,Cola Original,1,5460
2025-06-16,Sector 5,África,Agua,4,10250
2025-06-16,Sector 1,América,Sprite,1,4870
2025-06-16,Sector 1,Asia,Fanta,2,8630
2025-06-17,Sector 1,Europa,Fanta,2,5970
2025-06-17,Sector 5,Asia,Fanta,3,9510
2025-06-17,Sector 4,Asia,Sprite,4,13950
2025-06-17,Sector 4,Oceanía,Sprite,2,8610
2025-06-17,Sector 4,Oceanía,Fanta,2,7590
2025-06-17,Sector 5,Asia,Sprite,3,11170
2025-06-17,Sector 5,Oceanía,Sprite,2,6430
2025-06-17,Sector 3,Oceanía,Fanta,1,3830
2025-06-17,Sector 3,Oceanía,Cola Original,1,4690
2025-06-18,Sector 1,África,Cola Original,3,12170
2025-06-18,Sector 4,Europa,Cola Original,3,12230
2025-06-18,Sector 1,África,Agua,3,8880
2025-06-18,Sector 5,Asia,Sprite,2,9500
2025-06-18,Sector 1,América,Fanta,1,4700
2025-06-18,Sector 3,Europa,Cola Original,1,5590
2025-06-18,Sector 4,Asia,Fanta,3,9930
2025-06-18,Sector 4,Asia,Cola Original,3,12000
2025-06-18,Sector 5,África,Cola Zero,4,16840
2025-06-18,Sector 3,América,Cola Zero,1,4360
2025-06-18,Sector 4,América,Cola Zero,2,11820
2025-06-18,Sector 3,África,Fanta,3,9450
2025-06-18,Sector 1,África,Cola Original,2,9250
2025-06-18,Sector 4,Oceanía,Fanta,2,6180
2025-06-19,Sector 5,África,Cola Zero,3,15880
2025-06-19,Sector 3,Asia,Cola Zero,2,8780
2025-06-19,Sector 1,América,Cola Zero,1,4820
2025-06-19,Sector 5,Asia,Cola Original,2,9330
2025-06-19,Sector 4,Oceanía,Fanta,2,7380
2025-06-20,Sector 4,África,Agua,6,15470
2025-06-20,Sector 3,Asia,Agua,2,5870
2025-06-20,Sector 2,Asia,Agua,3,8210
2025-06-20,Sector 2,África,Sprite,3,10490
2025-06-20,Sector 3,Asia,Fanta,2,8140
2025-06-20,Sector 3,Oceanía,Agua,1,3840
2025-06-20,Sector 1,América,Fanta,1,4320
2025-06-21,Sector 3,Asia,Fanta,2,7250
2025-06-21,Sector 5,Oceanía,Cola Original,1,6090
2025-06-21,Sector 1,África,Fanta,2,8490
2025-06-21,Sector 1,Asia,Sprite,2,7150
2025-06-21,Sector 4,América,Agua,3,7590
2025-06-21,Sector 1,África,Fanta,2,7750
2025-06-21,Sector 3,América,Cola Zero,1,5980
2025-06-21,Sector 1,América,Fanta,1,5040
2025-06-21,Sector 2,Oceanía,Agua,2,4410
2025-06-21,Sector 4,Oceanía,Sprite,2,7800
2025-06-21,Sector 4,Oceanía,Cola Zero,2,8670
2025-06-21,Sector 1,Europa,Fanta,2,6780
2025-06-22,Sector 5,Europa,Agua,2,6100
2025-06-22,Sector 5,América,Fanta,2,6270
2025-06-22,Sector 1,África,Sprite,3,10380
2025-06-22,Sector 1,África,Fanta,3,9460
2025-06-22,Sector 1,América,Cola Original,1,4970
2025-06-22,Sector 1,Europa,Agua,2,4630
2025-06-22,Sector 4,Europa,Agua,4,9780
2025-06-22,Sector 1,América,Cola Zero,1,6270
2025-06-22,Sector 3,Oceanía,Agua,1,2630
2025-06-22,Sector 4,África,Cola Zero,5,23890
2025-06-23,Sector 4,Europa,Cola Zero,2,10210
2025-06-23,Sector 3,África,Sprite,2,9500
2025-06-23,Sector 2,Oceanía,Fanta,2,5290
2025-06-23,Sector 3,Europa,Sprite,2,6080
2025-06-23,Sector 2,Europa,Fanta,2,8180
2025-06-23,Sector 4,Asia,Cola Zero,3,12700
2025-06-23,Sector 3,Europa,Agua,2,4310
2025-06-23,Sector 1,Oceanía,Sprite,1,4510
2025-06-24,Sector 2,Asia,Agua,4,9260
2025-06-24,Sector 5,África,Cola Zero,3,14040
2025-06-24,Sector 3,América,Cola Zero,1,5720
2025-06-24,Sector 4,Europa,Cola Original,3,13700
2025-06-24,Sector 5,América,Cola Zero,1,6080
2025-06-24,Sector 4,Asia,Agua,5,12030
2025-06-24,Sector 5,América,Cola Original,2,8290
2025-06-24,Sector 5,Asia,Cola Original,3,11520
2025-06-24,Sector 2,América,Agua,2,4260
2025-06-24,Sector 1,América,Fanta,1,4260
2025-06-25,Sector 4,Oceanía,Fanta,2,5660
2025-06-25,Sector 1,Asia,Fanta,2,7990
2025-06-25,Sector 3,Asia,Agua,2,4650
2025-06-25,Sector 4,África,Sprite,4,13350
2025-06-25,Sector 3,América,Sprite,1,4270
2025-06-25,Sector 2,Oceanía,Cola Original,1,6190
2025-06-25,Sector 4,América,Agua,3,7590
2025-06-25,Sector 2,Europa,Fanta,2,7620
2025-06-26,Sector 3,Asia,Agua,3,7090
2025-06-26,Sector 5,Asia,Agua,3,8190
2025-06-26,Sector 2,África,Sprite,4,13650
2025-06-26,Sector 4,Europa,Agua,3,6900
2025-06-26,Sector 4,África,Sprite,5,19260
2025-06-26,Sector 1,Asia,Fanta,2,6180
2025-06-26,Sector 2,América,Sprite,2,6190
2025-06-26,Sector 2,América,Agua,2,5260
2025-06-26,Sector 2,Asia,Cola Original,3,13530
2025-06-26,Sector 5,Europa,Fanta,3,8860
2025-06-27,Sector 3,África,Cola Original,2,11140
2025-06-27,Sector 2,África,Agua,4,9180
2025-06-27,Sector 1,Europa,Fanta,2,6930
2025-06-27,Sector 5,Europa,Fanta,2,7610
2025-06-27,Sector 1,Europa,Agua,2,6030
2025-06-27,Sector 2,Asia,Fanta,2,8740
2025-06-27,Sector 3,África,Cola Original,2,11250
2025-06-27,Sector 3,Asia,Agua,2,6430
2025-06-27,Sector 3,Asia,Cola Original,2,8000
2025-06-27,Sector 4,Oceanía,Cola Original,2,8930
2025-06-28,Sector 1,Oceanía,Sprite,1,5440
2025-06-28,Sector 2,América,Agua,2,4290
2025-06-28,Sector 5,América,Cola Zero,2,8050
2025-06-28,Sector 3,Europa,Agua,2,5490
2025-06-28,Sector 1,Europa,Sprite,1,5630
2025-06-28,Sector 4,África,Cola Zero,5,22780
2025-06-28,Sector 2,África,Sprite,3,11720
2025-06-28,Sector 5,América,Sprite,2,6290
2025-07-01,Sector 4,América,Sprite,2,8770
2025-07-01,Sector 1,Oceanía,Cola Original,1,4440
2025-07-01,Sector 5,África,Cola Original,3,13090
2025-07-01,Sector 2,América,Agua,2,5790
2025-07-01,Sector 3,África,Agua,3,8710
2025-07-01,Sector 5,Asia,Cola Original,3,12290
2025-07-01,Sector 1,África,Cola Original,2,10860
2025-07-01,Sector 5,Europa,Sprite,2,7950
2025-07-01,Sector 5,Europa,Fanta,2,6560
2025-07-01,Sector 5,Asia,Fanta,3,8930
2025-07-02,Sector 4,América,Fanta,2,6420
2025-07-02,Sector 2,Asia,Sprite,3,10860
2025-07-02,Sector 1,Europa,Fanta,2,6900
2025-07-02,Sector 5,América,Agua,2,5330
2025-07-02,Sector 5,Asia,Fanta,3,10810
2025-07-02,Sector 5,África,Sprite,4,14330
2025-07-02,Sector 4,América,Cola Original,2,7420
2025-07-02,Sector 1,América,Agua,1,3450
2025-07-02,Sector 1,África,Cola Original,3,13460
2025-07-02,Sector 1,Europa,Sprite,2,6350
2025-07-02,Sector 1,África,Cola Zero,3,14170
2025-07-02,Sector 2,Asia,Cola Zero,2,11800
2025-07-03,Sector 3,Asia,Fanta,2,6420
2025-07-03,Sector 2,América,Sprite,2,7600
2025-07-03,Sector 1,Europa,Agua,2,6360
2025-07-03,Sector 5,América,Agua,2,5020
2025-07-03,Sector 1,Asia,Cola Zero,2,9350
2025-07-03,Sector 2,Oceanía,Agua,2,4810
2025-07-03,Sector 2,Oceanía,Sprite,2,6580
2025-07-03,Sector 1,América,Cola Original,1,5060
2025-07-04,Sector 2,Oceanía,Fanta,2,6560
2025-07-04,Sector 3,Oceanía,Cola Zero,1,4950
2025-07-04,Sector 1,Asia,Agua,3,7210
2025-07-04,Sector 3,África,Fanta,2,7140
2025-07-04,Sector 1,Asia,Fanta,2,7360
2025-07-04,Sector 5,Asia,Cola Zero,3,13910
2025-07-04,Sector 5,Europa,Cola Zero,2,11090
2025-07-04,Sector 1,Asia,Fanta,2,6110
2025-07-04,Sector 2,África,Fanta,4,13060
2025-07-04,Sector 2,África,Cola Zero,4,18580
2025-07-04,Sector 5,Europa,Agua,3,6610
2025-07-04,Sector 5,Asia,Agua,3,8190
2025-07-04,Sector 3,Asia,Fanta,2,5680
2025-07-05,Sector 2,África,Sprite,4,15600
2025-07-05,Sector 3,Asia,Fanta,2,7550
2025-07-05,Sector 1,Asia,Cola Zero,2,11210
2025-07-05,Sector 3,América,Fanta,1,3520
2025-07-05,Sector 1,Europa,Sprite,2,7640
2025-07-05,Sector 4,África,Sprite,5,19420
2025-07-05,Sector 3,África,Fanta,3,9360
2025-07-05,Sector 4,Asia,Agua,5,12080
2025-07-05,Sector 5,África,Cola Original,4,15820
2025-07-05,Sector 2,Asia,Fanta,3,10700
2025-07-05,Sector 3,Asia,Fanta,2,6510
2025-07-05,Sector 3,Europa,Cola Zero,2,8720
2025-07-05,Sector 3,Oceanía,Cola Original,1,4790
2025-07-05,Sector 2,Europa,Sprite,3,9570
2025-07-06,Sector 1,África,Agua,4,9730
2025-07-06,Sector 5,América,Cola Zero,1,5700
2025-07-06,Sector 2,África,Cola Original,3,13570
2025-07-06,Sector 2,Europa,Agua,3,6580
2025-07-06,Sector 1,Europa,Cola Original,1,6220
2025-07-06,Sector 5,Oceanía,Fanta,2,5360
2025-07-06,Sector 4,Asia,Cola Original,3,13590
2025-07-06,Sector 2,Oceanía,Cola Zero,2,7980
2025-07-07,Sector 3,América,Sprite,1,4110
2025-07-07,Sector 2,Asia,Cola Zero,3,13380
2025-07-07,Sector 5,Oceanía,Cola Zero,2,7730
